公司代码,公司名,现金占比评分,经营能力评分,获利能力评分,财务结构评分,偿债能力评分
002321,华英农业,8.4140625,8.4140625,0.1607666015625,10.0,5.5390625
002322,理工环科,7.70703125,7.70703125,6.296875,6.66796875,10.0
002323,雅百特,3.740234375,3.740234375,6.234375,9.078125,8.1484375
002324,普利特,3.83984375,5.19140625,5.9609375,10.0,9.15625
002325,洪涛股份,2.896484375,4.06640625,5.0390625,10.0,8.1015625
002326,永太科技,5.390625,5.390625,4.9453125,10.0,4.96875
002327,富安娜,9.0390625,9.0390625,7.09765625,9.6015625,9.6953125
002328,新朋股份,7.01953125,8.515625,3.552734375,10.0,8.828125
002329,皇氏集团,5.81640625,5.81640625,5.14453125,10.0,6.87109375
002330,得利斯,2.662109375,5.578125,1.869140625,9.1484375,9.0390625
002331,皖通科技,7.5078125,7.5078125,5.03125,9.9296875,9.296875
002332,仙琚制药,7.4609375,7.4609375,4.71875,10.0,7.76171875
002333,罗普斯金,7.26953125,7.26953125,1.9580078125,7.6328125,9.8828125
002334,英威腾,7.62109375,7.62109375,5.55859375,8.859375,10.078125
002335,科华恒盛,7.33984375,7.33984375,6.4765625,10.0,8.875
002336,人人乐,9.2734375,10.0,-1.6396484375,10.0,5.0546875
002337,赛象科技,7.16015625,7.16015625,-1.07421875,9.40625,10.0
002338,奥普光电,7.2265625,7.2265625,6.0390625,7.77734375,10.0
002339,积成电子,7.0703125,7.0703125,5.7109375,9.84375,9.3828125
002340,格林美,6.4765625,6.4765625,3.61328125,10.0,5.015625
002341,新纶科技,6.3203125,6.3203125,2.353515625,10.0,7.296875
002342,巨力索具,4.6171875,4.6171875,2.60546875,10.0,6.859375
002343,慈文传媒,7.41015625,7.41015625,5.96875,9.75,9.15625
002344,海宁皮城,6.8359375,6.8359375,6.97265625,10.0,4.51953125
002345,潮宏基,7.17578125,7.17578125,5.99609375,10.0,8.578125
002346,柘中股份,4.97265625,4.97265625,5.3046875,8.328125,9.6640625
002347,泰尔股份,7.01953125,7.01953125,-0.424560546875,10.0,8.828125
002348,高乐股份,6.62109375,6.62109375,5.578125,6.171875,10.0
002349,精华制药,7.5078125,7.5078125,5.50390625,8.2734375,10.03125
002350,北京科锐,7.3671875,7.3671875,4.44140625,10.0,8.671875
002351,漫步者,5.7109375,5.7109375,5.91796875,6.71875,10.0
002352,顺丰控股,8.1875,8.4765625,4.4140625,9.8046875,9.3203125
002353,杰瑞股份,7.32421875,7.32421875,5.39453125,9.546875,9.703125
002354,天神娱乐,6.6640625,6.6640625,6.5390625,9.34375,7.390625
002355,兴民智通,6.51171875,6.51171875,3.638671875,10.0,6.5625
002356,赫美集团,5.3203125,5.3203125,5.3203125,10.0,6.55078125
002357,富临运业,6.0625,6.0625,6.47265625,10.0,3.880859375
002358,森源电气,7.1171875,7.1171875,6.33203125,10.0,8.7265625
002359,北讯集团,5.09765625,5.09765625,-0.03289794921875,10.0,7.796875
002360,同德化工,8.40625,8.40625,6.421875,9.578125,9.140625
002361,神剑股份,7.39453125,7.39453125,4.92578125,10.0,8.6640625
002362,汉王科技,7.578125,7.578125,-8.2578125,8.1171875,10.0
002363,隆基机械,6.8359375,6.8359375,3.41796875,10.0,7.375
002364,中恒电气,6.35546875,6.35546875,5.8984375,8.1328125,9.953125
002365,永安药业,3.875,3.875,4.37890625,6.8515625,10.0
002366,台海核电,6.34375,6.34375,5.5546875,9.6015625,6.8671875
002367,康力电梯,5.140625,5.140625,6.78125,10.0,7.8984375
002368,太极股份,7.421875,7.1640625,4.5390625,10.0,7.359375
002369,卓翼科技,7.6796875,8.5625,1.2421875,10.0,5.99609375
002370,亚太药业,7.48828125,7.48828125,5.55078125,7.921875,9.3359375
002371,北方华创,3.935546875,3.935546875,3.693359375,10.0,8.203125
002372,伟星新材,8.859375,9.3125,7.3125,8.953125,9.78125
002373,千方科技,7.4609375,7.4609375,-0.335205078125,10.0,8.1171875
002374,丽鹏股份,5.19140625,5.19140625,4.47265625,10.0,5.63671875
002375,亚厦股份,6.2890625,6.5078125,4.80859375,10.0,9.2734375
002376,新北洋,7.46484375,7.46484375,6.625,10.0,8.7421875
002377,国创高新,7.4296875,7.4296875,2.59375,10.0,8.7734375
002378,章源钨业,4.6328125,4.6328125,0.82080078125,10.0,5.75
002379,宏创控股,7.29296875,7.8984375,-3.34375,6.6796875,7.296875
002380,科远股份,7.296875,7.296875,5.81640625,8.1015625,10.0
002381,双箭股份,7.4921875,7.4921875,5.59375,9.171875,9.8671875
002382,蓝帆医疗,8.0390625,8.0390625,5.2109375,9.453125,8.4296875
002383,合众思壮,7.06640625,7.06640625,4.640625,9.609375,8.703125
002384,东山精密,7.23828125,7.23828125,2.380859375,7.9765625,4.98828125
002385,大北农,8.953125,10.0,4.87109375,10.0,7.91015625
002386,天原集团,8.4609375,8.6953125,0.70263671875,8.0859375,2.98828125
002387,黑牛食品,7.0,7.0,-17.75,8.1796875,5.87109375
002388,新亚制程,7.15625,7.15625,3.07421875,9.21875,8.1328125
002389,南洋科技,2.642578125,2.642578125,5.19140625,8.0078125,9.1328125
002390,信邦制药,6.328125,6.328125,4.41796875,10.0,7.18359375
002391,长青股份,4.49609375,4.49609375,6.19921875,9.1015625,9.375
002392,北京利尔,2.9140625,2.9140625,4.58984375,9.9375,9.3828125
002393,力生制药,7.60546875,7.60546875,6.3203125,7.49609375,10.0
002394,联发股份,4.3359375,4.3359375,6.28125,10.0,9.421875
002395,双象股份,7.81640625,8.25,2.58984375,9.765625,10.109375
002396,星网锐捷,7.86328125,8.7265625,6.453125,10.0,9.1171875
002397,梦洁股份,7.80859375,7.80859375,5.6015625,10.0,8.9296875
002398,建研集团,7.52734375,7.52734375,6.578125,9.359375,9.828125
002399,海普瑞,7.859375,7.859375,5.484375,8.734375,9.625
002400,省广股份,7.66015625,7.89453125,4.66015625,10.0,8.71875
002401,中远海科,7.9296875,7.9296875,5.2734375,10.0,8.4296875
002402,和而泰,7.54296875,7.75390625,4.89453125,10.0,9.0703125
002403,爱仕达,5.765625,5.765625,4.74609375,10.0,8.671875
002404,嘉欣丝绸,5.09375,8.6484375,4.08984375,9.8828125,8.53125
002405,四维图新,7.83203125,7.83203125,4.93359375,8.8984375,9.375
002406,远东传动,6.59765625,6.59765625,5.9453125,7.34765625,10.0
002407,多氟多,5.4765625,5.4765625,3.6875,10.0,6.921875
002408,齐翔腾达,5.81640625,6.08203125,4.390625,10.0,6.015625
002409,雅克科技,7.734375,7.734375,4.5546875,8.390625,9.84375
002410,广联达,9.6953125,9.6953125,6.58984375,8.3671875,10.0
002411,必康股份,5.1015625,5.1015625,5.1953125,10.0,7.93359375
002412,汉森制药,5.6015625,5.6015625,6.203125,8.640625,8.609375
002413,雷科防务,3.86328125,6.84765625,3.984375,8.03125,9.796875
002414,高德红外,6.9453125,6.9453125,4.8203125,8.234375,10.0
002415,海康威视,7.96484375,7.96484375,7.515625,9.8125,9.734375
002416,爱施德,9.2265625,7.546875,1.4072265625,10.0,7.35546875
002417,三元达,7.2890625,7.2890625,-17.0625,9.421875,9.3359375
002418,康盛股份,1.890625,1.890625,2.78125,9.0,6.1484375
002419,天虹股份,9.515625,10.0,5.39453125,10.0,6.06640625
002420,毅昌股份,2.5078125,5.09375,-1.333984375,9.0,6.75390625
002421,达实智能,7.3046875,7.3046875,6.1875,10.0,8.96875
002422,科伦药业,4.45703125,4.45703125,6.1171875,10.0,6.70703125
002423,中原特钢,4.44921875,4.44921875,-8.4765625,9.9375,5.265625
002424,贵州百灵,7.625,7.625,6.71875,10.0,9.484375
002425,凯撒文化,7.671875,7.671875,4.8359375,8.09375,8.6171875
002426,胜利精密,7.33984375,7.33984375,3.328125,10.0,7.83984375
002427,尤夫股份,4.4609375,4.4609375,4.2734375,8.953125,5.87109375
002428,云南锗业,3.6640625,3.6640625,-1.5595703125,9.2890625,7.01953125
002429,兆驰股份,6.50390625,7.390625,4.4296875,10.0,8.484375
002430,杭氧股份,3.111328125,3.111328125,2.369140625,10.0,6.61328125
002431,棕榈股份,5.10546875,5.10546875,3.52734375,10.0,6.3359375
002432,九安医疗,7.046875,7.046875,-7.75390625,9.7734375,9.65625
002433,太安堂,3.86328125,3.86328125,5.78515625,9.375,9.1171875
002434,万里扬,6.234375,6.234375,5.8671875,10.0,8.390625
002435,长江润发,8.1875,8.1875,4.56640625,8.90625,8.171875
002436,兴森科技,5.34375,5.34375,5.44921875,10.0,6.75390625
002437,誉衡药业,8.9375,8.9375,6.73828125,9.6328125,5.15625
002438,江苏神通,4.05078125,4.05078125,5.296875,10.0,9.4453125
002439,启明星辰,7.86328125,7.86328125,5.875,10.0,8.796875
002440,闰土股份,2.16796875,2.16796875,7.296875,8.921875,9.8671875
002441,众业达,6.49609375,9.2109375,3.48046875,9.9609375,9.109375
002442,龙星化工,5.01171875,5.01171875,1.05078125,9.8125,4.515625
002443,金洲管道,5.734375,9.1796875,2.974609375,9.6953125,10.5
002444,巨星科技,7.80078125,7.80078125,6.53125,9.5546875,9.6640625
002445,中南文化,6.1953125,6.1953125,5.43359375,10.0,6.49609375
002446,盛路通信,7.19140625,7.19140625,5.2578125,9.484375,9.6015625
002447,壹桥股份,3.244140625,3.244140625,7.05859375,9.53125,7.671875
002448,中原内配,7.84765625,7.84765625,6.50390625,9.46875,9.671875
002449,国星光电,7.5546875,7.5546875,5.1953125,10.0,8.9296875
002450,康得新,7.578125,7.578125,7.2265625,10.0,8.46875
002451,摩恩电气,1.775390625,1.775390625,4.0703125,10.0,4.89453125
002452,长高集团,7.30078125,7.30078125,5.73828125,9.2890625,9.53125
002453,天马精化,3.373046875,3.373046875,-1.82421875,10.0,6.1875
002454,松芝股份,5.453125,5.453125,6.5546875,10.0,8.96875
002455,百川股份,5.17578125,10.0,2.857421875,9.84375,4.45703125
002456,欧菲科技,5.49609375,10.0,3.986328125,9.0,6.08203125
002457,青龙管业,7.5,7.5,4.77734375,9.890625,9.390625
002458,益生股份,4.83203125,4.83203125,-27.71875,8.0703125,2.072265625
002459,天业通联,2.64453125,2.64453125,-23.484375,7.7421875,8.6484375
002460,赣锋锂业,6.765625,6.765625,6.24609375,10.0,8.578125
002461,珠江啤酒,3.96875,3.96875,3.740234375,10.0,6.828125
002462,嘉事堂,5.140625,8.640625,4.66015625,10.0,7.89453125
002463,沪电股份,3.23046875,3.23046875,2.50390625,10.0,8.6640625
002464,众应互联,4.03125,4.03125,-0.2216796875,9.0703125,6.49609375
002465,海格通信,7.2890625,7.2890625,6.1171875,9.6875,9.453125
002466,天齐锂业,4.6015625,4.6015625,1.134765625,9.90625,6.53125
002467,二六三,8.5390625,8.5390625,-2.013671875,8.765625,8.8984375
002468,申通快递,8.2890625,9.0625,3.361328125,9.921875,7.37890625
002469,三维工程,7.5,7.5,5.9609375,8.8984375,10.0
002470,金正大,8.515625,10.0,4.79296875,10.0,6.140625
002471,中超控股,7.16796875,7.16796875,3.087890625,10.0,6.94140625
002472,双环传动,3.958984375,3.958984375,5.45703125,9.9140625,7.734375
002473,ST圣莱,7.34375,7.34375,-13.3203125,8.125,10.0390625
002474,榕基软件,6.80859375,6.80859375,4.0390625,9.3671875,9.65625
002475,立讯精密,7.43359375,7.43359375,6.22265625,10.0,7.9921875
002476,宝莫股份,5.4609375,5.4609375,2.103515625,8.9921875,9.6796875
002477,雏鹰农牧,7.2578125,7.2578125,1.634765625,8.9140625,5.80859375
002478,常宝股份,7.8984375,8.375,4.4296875,9.4609375,9.6953125
002479,富春环保,7.1171875,7.42578125,4.82421875,10.0,5.828125
002480,新筑股份,6.3671875,6.3671875,-1.70703125,10.0,8.03125
002481,双塔食品,7.171875,7.171875,4.4609375,10.0,7.37109375
002482,广田集团,7.02734375,7.2578125,4.421875,10.0,8.3828125
002483,润邦股份,7.75,7.75,0.09375,9.9765625,7.85546875
002484,江海股份,7.6484375,7.6484375,5.8515625,7.77734375,10.0
002485,希努尔,4.859375,4.859375,1.6005859375,9.3046875,9.8125
002486,嘉麟杰,6.80859375,6.80859375,0.25,9.640625,9.6171875
002487,大金重工,7.296875,7.296875,4.45703125,9.734375,9.7421875
002488,金固股份,7.6875,7.6875,1.75,10.0,5.875
002489,浙江永强,6.546875,6.546875,4.875,10.0,8.015625
002490,ST墨龙,6.3828125,6.3828125,-10.046875,9.390625,3.517578125
002491,通鼎互联,7.59375,7.59375,5.90625,10.0,6.328125
002492,恒基达鑫,7.73046875,7.73046875,6.046875,9.734375,8.09375
002493,荣盛石化,6.0703125,8.890625,1.6337890625,7.96875,2.900390625
002494,华斯股份,6.79296875,6.79296875,2.517578125,9.8359375,9.296875
002495,佳隆股份,8.734375,8.734375,5.484375,6.04296875,10.0
002496,辉丰股份,7.5,7.5,5.04296875,10.0,5.27734375
002497,雅化集团,4.66015625,4.66015625,6.13671875,9.0390625,8.2265625
002498,汉缆股份,7.3359375,7.3359375,4.453125,9.7265625,9.421875
002499,科林环保,5.81640625,5.81640625,3.27734375,10.0,8.8203125
002500,山西证券,3.2265625,3.2265625,6.36328125,6.0,-1.666015625
002501,利源精制,5.9296875,5.9296875,6.6953125,9.09375,3.888671875
002502,骅威文化,7.71484375,7.71484375,5.9765625,6.4609375,10.0
002503,搜于特,6.51953125,8.4375,5.47265625,9.796875,9.8359375
002504,ST弘高,3.556640625,4.3984375,1.03515625,6.0,7.9921875
002505,大康农业,8.21875,8.21875,0.75439453125,9.4609375,8.65625
002506,协鑫集成,4.09765625,4.09765625,-121.4375,2.87109375,5.875
002507,涪陵榨菜,8.78125,8.78125,6.87109375,8.8203125,10.0
002508,老板电器,8.25,9.6640625,7.4375,10.0,9.265625
002509,天广中茂,6.01171875,6.01171875,6.12890625,8.828125,10.03125
002510,天汽模,7.36328125,7.36328125,5.38671875,10.0,5.35546875
002511,中顺洁柔,8.1171875,8.1171875,5.0,10.0,8.7421875
002512,达华智能,7.19140625,7.19140625,5.03515625,9.75,6.72265625
002513,蓝丰生化,4.5,4.5,0.9697265625,9.734375,4.02734375
002514,宝馨科技,4.4765625,4.4765625,0.9501953125,9.6015625,7.890625
002515,金字火腿,6.86328125,6.86328125,5.75390625,6.98828125,8.8046875
002516,旷达科技,7.4921875,7.4921875,6.265625,9.6640625,7.6015625
002517,恺英网络,5.87890625,5.66796875,2.9921875,9.25,9.0859375
002518,科士达,5.7578125,5.7578125,6.68359375,10.0,9.5
002519,银河电子,5.30859375,5.30859375,6.11328125,9.6796875,9.0078125
002520,日发精机,7.328125,7.328125,4.90234375,10.0,8.8515625
002521,齐峰新材,5.2421875,5.2421875,5.1015625,9.4375,9.921875
002522,浙江众成,4.2890625,4.2890625,5.6015625,9.515625,8.625
002523,天桥起重,2.765625,2.765625,4.8046875,9.796875,9.0625
002524,光正集团,6.4375,6.4375,0.414794921875,10.0,5.2890625
002526,山东矿机,3.125,3.125,-1.759765625,9.9453125,9.1640625
002527,新时达,7.4296875,7.4296875,5.5859375,9.2109375,9.171875
002528,英飞拓,5.43359375,5.43359375,0.149658203125,8.8203125,9.828125
002529,海源机械,4.609375,4.609375,-0.7705078125,8.09375,9.703125
002530,金财互联,7.484375,7.484375,5.62890625,8.8515625,9.75
002531,天顺风能,6.546875,6.546875,6.08203125,10.0,9.0859375
002532,新界泵业,8.40625,8.40625,5.7890625,9.7578125,8.0703125
002533,金杯电工,7.6171875,9.625,3.5859375,9.6875,9.8125
002534,杭锅股份,6.51171875,6.51171875,2.62109375,10.0,8.1484375
002535,林州重机,6.0703125,6.0703125,-1.7060546875,10.0,5.10546875
002536,西泵股份,3.0859375,3.0859375,4.265625,10.0,6.453125
002537,海联金汇,4.5234375,6.0078125,4.0625,10.0,7.34375
002538,司尔特,6.2890625,6.2890625,4.66015625,9.984375,8.1796875
002539,云图控股,6.375,6.375,3.435546875,9.703125,2.82421875
002540,亚太科技,2.45703125,2.45703125,5.37109375,6.81640625,10.0
002541,鸿路钢构,7.22265625,7.22265625,3.75390625,10.0,5.4453125
002542,中化岩土,3.849609375,3.849609375,5.76171875,9.65625,7.3671875
002543,万和电气,7.921875,10.0,6.22265625,10.0,8.8984375
002544,杰赛科技,7.23828125,7.51953125,3.986328125,10.0,8.9296875
002545,东方铁塔,6.48046875,6.48046875,4.96484375,10.0,8.15625
002546,新联电子,6.48046875,6.48046875,6.4609375,7.99609375,10.0
002547,春兴精工,3.71484375,3.71484375,2.052734375,10.0,5.8359375
002548,金新农,8.5703125,9.2890625,3.685546875,9.421875,7.796875
002549,凯美特气,6.7578125,6.7578125,-0.75634765625,9.890625,8.15625
002550,千红制药,3.443359375,3.443359375,6.62890625,7.83203125,10.0
002551,尚荣医疗,7.34375,7.34375,5.65234375,10.0,9.0859375
002552,宝鼎科技,2.912109375,2.912109375,-21.09375,8.7421875,6.4375
002553,南方轴承,7.9296875,7.9296875,6.40625,6.63671875,10.0
002554,惠博普,7.16015625,7.16015625,5.58984375,10.0,7.83984375
002555,三七互娱,8.1640625,8.375,5.8359375,8.59375,9.1484375
002556,辉隆股份,9.3125,9.921875,1.8271484375,10.0,4.0703125
002557,洽洽食品,5.90625,5.90625,6.5703125,10.0,9.765625
002558,巨人网络,8.9765625,8.9765625,2.728515625,7.62109375,9.84375
002559,亚威股份,7.828125,7.828125,5.37109375,9.9453125,9.75
002560,通达股份,5.3359375,5.3359375,3.88671875,9.6171875,9.921875
002561,徐家汇,9.4609375,9.4609375,6.6875,8.71875,9.9375
002562,兄弟科技,5.1484375,5.1484375,5.12109375,9.6875,9.7890625
002563,森马服饰,8.1328125,8.1328125,6.75390625,9.125,10.0
002564,天沃科技,4.1875,4.1875,-1.3359375,8.0,6.47265625
002565,顺灏股份,7.48046875,7.48046875,4.8359375,10.0,6.83203125
002566,益盛药业,3.521484375,3.521484375,4.6640625,9.453125,8.78125
002567,唐人神,7.453125,10.0,2.83203125,10.0,5.13671875
002568,百润股份,8.3671875,8.5078125,2.595703125,8.1171875,8.5546875
002569,步森股份,7.44921875,7.44921875,-2.375,9.6171875,10.078125
002570,贝因美,6.734375,7.38671875,-6.84375,9.90625,8.3359375
002571,ST德力,7.41796875,7.41796875,0.982421875,9.609375,9.4296875
002572,索菲亚,9.8125,9.90625,7.21484375,9.203125,9.21875
002573,清新环境,4.53125,4.53125,6.83203125,10.0,6.42578125
002574,明牌珠宝,8.0390625,8.3984375,2.181640625,9.765625,9.90625
002575,群兴玩具,6.828125,6.828125,-3.01171875,5.890625,10.0
002576,通达动力,6.4453125,6.9765625,0.6220703125,9.0859375,9.921875
002577,雷柏科技,7.48828125,7.48828125,-11.34375,8.0078125,9.46875
002578,闽发铝业,6.91015625,7.28125,2.41015625,8.7734375,8.828125
002579,中京电子,5.2578125,5.2578125,3.515625,9.9609375,6.2578125
002580,圣阳股份,6.359375,6.359375,2.8671875,10.0,9.515625
002581,未名医药,7.78125,7.78125,7.25,6.9765625,10.0
002582,好想你,5.93359375,5.93359375,3.927734375,9.4609375,9.2421875
002583,海能达,6.171875,6.171875,4.66796875,10.0,8.5
002584,西陇科学,7.7265625,10.0,3.36328125,9.9375,9.9921875
002585,双星新材,5.4609375,5.4609375,2.767578125,7.78515625,10.140625
002586,围海股份,7.2578125,7.2578125,4.33203125,10.0,7.58203125
002587,奥拓电子,7.49609375,7.49609375,5.84765625,9.0390625,9.5078125
002588,史丹利,7.2265625,7.5859375,5.8046875,10.0,7.3125
002589,瑞康医药,5.92578125,8.4765625,4.30859375,10.0,8.15625
002590,万安科技,7.42578125,7.42578125,4.74609375,10.0,7.01953125
002591,恒大高新,7.015625,7.015625,-2.849609375,8.2734375,10.0
002592,八菱科技,7.54296875,7.54296875,5.796875,8.84375,9.5703125
002593,日上集团,4.09375,4.09375,3.19140625,10.0,6.203125
002594,比亚迪,2.30859375,2.30859375,3.794921875,9.9765625,4.59765625
002595,豪迈科技,3.55078125,3.55078125,7.5625,7.42578125,10.0
002596,海南瑞泽,5.234375,5.234375,3.7265625,10.0,9.03125
002597,金禾实业,8.2109375,9.03125,5.41015625,10.0,9.8046875
002598,山东章鼓,3.931640625,3.931640625,5.99609375,9.9140625,9.9140625
002599,盛通股份,5.6484375,5.6484375,3.341796875,10.0,5.50390625
002600,江粉磁材,7.39453125,8.90625,2.423828125,10.0,6.53515625
002601,龙蟒佰利,5.53125,5.53125,4.62109375,9.71875,5.19140625
002602,世纪华通,5.60546875,5.60546875,6.25,8.828125,9.8203125
002603,以岭药业,4.94140625,4.94140625,6.19140625,7.359375,10.0
002604,龙力生物,7.2734375,7.2734375,-19.234375,8.5859375,7.51953125
002605,姚记扑克,7.890625,7.890625,6.1640625,9.4296875,9.265625
002606,大连电瓷,3.283203125,3.283203125,4.82421875,10.0,8.546875
002607,亚夏汽车,9.1015625,10.0,0.796875,8.0,3.37109375
002608,江苏国信,7.0703125,7.0703125,-92.3125,4.0078125,2.96484375
002609,捷顺科技,8.078125,8.078125,6.3984375,8.921875,10.0
002610,爱康科技,7.22265625,7.22265625,2.8359375,7.671875,4.77734375
002611,东方精工,7.57421875,7.57421875,5.66796875,9.6484375,8.859375
002612,朗姿股份,4.66796875,4.66796875,5.96875,8.875,8.46875
002613,北玻股份,7.328125,7.328125,2.541015625,8.953125,9.9765625
002614,奥佳华,7.85546875,7.85546875,5.33984375,10.0,9.15625
002615,哈尔斯,8.2265625,8.4921875,5.97265625,9.6015625,7.96875
002616,长青集团,3.248046875,3.248046875,4.59765625,10.0,5.078125
002617,露笑科技,7.42578125,8.0078125,2.548828125,10.0,7.09375
002618,丹邦科技,5.15234375,5.15234375,5.703125,10.0,8.21875
002619,艾格拉斯,4.1640625,4.1640625,5.70703125,8.640625,8.1875
002620,瑞和股份,6.1015625,6.1015625,3.96875,10.0,9.0078125
002621,三垒股份,6.75,6.75,6.1015625,5.97265625,10.0
002622,融钰集团,5.35546875,5.35546875,5.71875,7.63671875,9.7890625
002623,亚玛顿,7.30078125,7.30078125,2.71484375,8.90625,8.3203125
002624,完美世界,6.12890625,6.12890625,6.5390625,10.0,9.078125
002625,光启技术,3.923828125,3.923828125,5.8359375,8.765625,8.84375
002626,金达威,8.109375,8.109375,6.66796875,8.640625,9.4609375
002627,宜昌交运,9.265625,9.265625,3.8828125,10.0,6.40625
002628,成都路桥,7.32421875,7.32421875,3.04296875,10.0,8.109375
002629,仁智股份,5.95703125,7.50390625,-4.61328125,8.828125,9.890625
002630,华西能源,1.94140625,1.94140625,4.234375,8.0,5.95703125
002631,德尔未来,9.4765625,9.4765625,6.13671875,8.65625,10.0
002632,道明光学,6.88671875,6.88671875,5.12890625,7.671875,10.3203125
002633,申科股份,6.43359375,6.43359375,-4.203125,9.1953125,9.0625
002634,棒杰股份,8.2421875,8.2421875,5.55859375,9.0,8.65625
002635,安洁科技,7.74609375,7.74609375,6.90625,9.34375,8.9296875
002636,金安国纪,4.70703125,7.171875,4.0703125,10.0,9.125
002637,赞宇科技,4.515625,10.0,2.880859375,10.0,5.171875
002638,勤上股份,7.19140625,7.19140625,-3.673828125,10.0,9.7734375
002639,雪人股份,4.46875,4.46875,1.7734375,9.6796875,7.12109375
002640,跨境通,7.859375,7.98046875,5.2109375,9.6796875,8.96875
002641,永高股份,7.93359375,9.2578125,5.3046875,10.0,7.2265625
002642,荣之联,7.33984375,7.33984375,3.61328125,9.4375,9.8359375
002643,万润股份,8.1875,8.1875,6.40625,7.43359375,10.0
002644,佛慈制药,5.88671875,5.88671875,5.421875,9.265625,9.984375
002645,华宏科技,6.859375,6.859375,3.205078125,8.6484375,10.0859375
002646,青青稞酒,9.328125,9.328125,4.78125,8.015625,10.2265625
002647,民盛金科,6.54296875,8.9765625,-3.2578125,9.0,7.7109375
002648,卫星石化,6.49609375,6.49609375,2.330078125,9.8984375,6.29296875
002649,博彦科技,7.70703125,7.70703125,6.09765625,9.8984375,9.1328125
002650,加加食品,7.265625,7.265625,5.83984375,9.6796875,5.97265625
002651,利君股份,7.33984375,7.33984375,6.58203125,9.5,9.984375
002652,扬子新材,5.30859375,8.703125,4.03515625,9.984375,6.46484375
002653,海思科,8.921875,8.921875,6.8671875,9.859375,8.5390625
002654,万润科技,7.44140625,7.44140625,5.1875,10.0,9.03125
002655,共达电声,6.57421875,6.57421875,-0.71142578125,10.0,5.640625
002656,摩登大道,7.3984375,7.3984375,-2.98828125,10.0,9.2890625
002657,中科金财,8.796875,8.796875,1.3984375,9.90625,9.4296875
002658,雪迪龙,7.48828125,7.48828125,6.73828125,7.7265625,10.0
002659,中泰桥梁,5.07421875,5.07421875,-5.22265625,10.0,4.79296875
002660,茂硕电源,7.27734375,7.27734375,0.9306640625,10.0,7.5390625
002661,克明面业,4.828125,7.90234375,5.12890625,9.3515625,9.234375
002662,京威股份,5.50390625,5.50390625,6.40625,8.859375,8.8671875
002663,普邦股份,7.09765625,7.09765625,4.82421875,10.0,9.5859375
002664,长鹰信质,7.6953125,7.6953125,6.44140625,10.0,9.1328125
002665,首航节能,6.015625,6.015625,5.8984375,9.7265625,9.0390625
002666,德联集团,7.4296875,7.4296875,5.1328125,8.5859375,10.0
002667,鞍重股份,7.3125,7.3125,0.90185546875,7.78125,10.0
002668,奥马电器,7.94921875,9.4921875,5.91015625,10.0,7.0
002669,康达新材,7.23828125,7.23828125,6.046875,7.859375,10.0
002670,国盛金控,3.279296875,4.8203125,5.1015625,10.0,9.0234375
002671,龙泉股份,5.37890625,5.37890625,5.3046875,10.0,8.6015625
002672,东江环保,7.57421875,7.57421875,6.78125,10.0,7.078125
002673,西部证券,1.9326171875,1.9326171875,6.84765625,7.0,-1.666015625
002674,兴业科技,7.83984375,8.765625,3.130859375,8.703125,9.40625
002675,东诚药业,6.453125,6.453125,6.2109375,8.5,9.640625
002676,顺威股份,7.3046875,7.3046875,2.0546875,10.0,8.921875
002677,浙江美大,8.53125,8.53125,7.0078125,8.21875,9.8828125
002678,珠江钢琴,8.359375,8.359375,5.859375,9.4609375,9.734375
002679,福建金森,4.734375,4.734375,5.3203125,10.0,8.3515625
002680,长生生物,6.6171875,6.6171875,6.6171875,7.18359375,10.0
002681,奋达科技,6.78125,6.78125,6.4453125,9.359375,9.3125
002682,龙洲股份,6.703125,6.703125,2.912109375,10.0,5.9296875
002683,宏大爆破,4.44140625,5.296875,4.578125,10.0,9.421875
002684,猛狮科技,4.53515625,4.53515625,-0.3681640625,8.0,4.4453125
002685,华东重机,7.4140625,8.875,2.634765625,9.859375,10.546875
002686,亿利达,6.53515625,6.53515625,6.40625,9.828125,9.046875
002687,乔治白,7.6328125,7.6328125,5.87890625,9.65625,9.4765625
002688,金河生物,6.93359375,6.93359375,6.2109375,9.4609375,7.59765625
002689,远大智能,7.31640625,7.31640625,5.203125,10.0,9.078125
002690,美亚光电,8.0,8.0,7.16015625,7.51171875,10.0
002691,冀凯股份,4.703125,4.703125,4.94921875,7.33984375,10.0
002692,睿康股份,7.19921875,7.8046875,3.82421875,10.0,8.703125
002693,双成药业,4.41796875,4.41796875,-34.6875,8.4140625,7.640625
002694,顾地科技,7.44921875,7.44921875,3.587890625,10.0,5.8671875
002695,煌上煌,9.3515625,9.3515625,6.0859375,7.35546875,10.0
002696,百洋股份,7.69921875,9.6171875,3.443359375,10.0,7.34375
002697,红旗连锁,8.5390625,10.0,4.1640625,10.0,5.2734375
002698,博实股份,0.7822265625,0.7822265625,6.33984375,8.8203125,10.0
002699,美盛文化,7.734375,7.734375,6.5,8.3671875,9.984375
002700,新疆浩源,8.84375,8.84375,6.65234375,8.2421875,9.7421875
002701,奥瑞金,7.6015625,7.6015625,7.08984375,10.0,8.1796875
002702,海欣食品,4.6875,4.6875,2.0,9.625,9.6484375
002703,浙江世宝,4.23828125,4.23828125,4.140625,9.8984375,8.7734375
002705,新宝股份,5.890625,6.609375,2.853515625,6.0,3.97265625
002706,良信电器,5.76953125,5.76953125,4.00390625,5.6875,5.859375
